,ydID,Province ,1990sNdeposition,2000sNdeposition,Nitrogendeposition,latitudeN,longitudeE,altitude,MAT¡æ,MAPmm,Amfunalrichness,EcMfunalrichness,Speciesrichness,Amrelativerichness,EcMrelativerichness,aboveCMg_ha,belowgroundCMg_ha,Total_tree_C_Mg_ha,AMaboveC,AMbelowC,AMtotalC,ECMaboveC,ECMbelowC,ECMtotalC
1495,ZGCLYF090721013,Heilongjiang,11.25,14.34,12.795,45.229639,128.326167,214.8,2.8,653,7,2,10,70,20,41.17540547,24.52326602,65.69867149,4.695620389,1.633420649,6.329041039,36.34994081,22.85906906,59.20900989
200,XXALYF090822089,Heilongjiang,11.25,14.34,12.795,50.964723,127.006895,215,-0.9,425,0,3,4,0,75,38.94553214,23.58065875,62.52619089,0,0,0,38.6502123,23.51382127,62.16403356
717,XXALYF110802129,Heilongjiang,11.25,14.34,12.795,47.683302,130.065788,215,1,620,1,5,8,12.5,62.5,18.16261828,3.522937847,21.68555613,0,0,0,16.72296747,3.033978362,19.75694583
1466,ZGCLYF090813094,Heilongjiang,11.25,14.34,12.795,45.390222,128.654611,215,2.5,636,11,3,15,73.33333333,20,22.54253984,14.55295663,37.09549647,0.790678964,0.287179285,1.077858249,21.70906073,14.25410309,35.96316382
677,XXALYF110801124,Heilongjiang,11.25,14.34,12.795,47.828362,129.965657,216,0.1,646,4,6,12,33.33333333,50,19.22127979,5.974311257,25.19559105,3.485009672,1.069007598,4.554017271,9.978611878,3.569004325,13.5476162
885,XXALYF110806147,Heilongjiang,11.25,14.34,12.795,47.093763,129.802685,216,0.6,637,0,2,5,0,40,21.31511098,4.918481144,26.23359212,0,0,0,18.8087489,4.085984111,22.89473301
3104,LXSDYF110720160,Liaoning,14.75,18.76,16.755,40.49208,120.030336,218,8.8,628,1,2,3,33.33333333,66.66666667,14.0427204,8.005284104,22.0480045,3.391277008,1.101499748,4.492776756,10.65144339,6.903784356,17.55522774
1459,ZGCLYF090813089,Heilongjiang,11.25,14.34,12.795,45.40325,128.692917,218.6,2.9,617,12,4,17,70.58823529,23.52941176,25.40634449,7.658755331,33.06509983,9.700773644,2.769629464,12.47040311,15.70510862,4.888978679,20.59408729
1050,XXALYF110801018,Heilongjiang,11.25,14.34,12.795,46.492802,128.481802,219,1.5,634,8,3,11,72.72727273,27.27272727,24.6726116,7.210575291,31.88318689,21.94705792,6.525972706,28.47303063,2.725553673,0.684602587,3.410156259
2325,LGSSYF100811118,Liaoning,14.75,18.76,16.755,42.562817,124.283917,219.5,6.8,697,1,1,2,50,50,20.87530491,12.40947307,33.28477798,2.180168473,0.676501473,2.856669947,18.69513644,11.7329716,30.42810804
1397,LYLSYF110812048,Jilin,12.84,17.83,15.335,45.578111,131.765611,219.6,3.9,553,0,2,3,0,66.66666667,24.05486591,17.34230342,41.39716933,0,0,0,23.98659074,17.32533578,41.31192652
2426,HDLSYF080924138,Jilin,12.84,17.83,15.335,42.295528,124.448111,220,6.4,766,5,2,7,71.42857143,28.57142857,21.15393847,3.252617253,24.40655573,0.092568294,0.048116297,0.140684591,21.06137018,3.204500956,24.26587113
2500,LXSDYF080723015,Liaoning,14.75,18.76,16.755,42.129611,121.97425,220,7.7,539,5,2,7,71.42857143,28.57142857,28.90402914,14.763853,43.66788214,10.79536779,3.337105951,14.13247374,18.10866134,11.42674705,29.53540839
2923,LGSSYF100807180,Liaoning,14.75,18.76,16.755,41.006111,123.136667,221,8.2,744,4,3,7,57.14285714,42.85714286,124.4874866,31.37087796,155.8583646,1.945989178,0.63226475,2.578253928,122.5414974,30.73861322,153.2801106
1046,WDSSYF090812097,Heilongjiang,11.25,14.34,12.795,46.510294,131.074736,221,2.6,567,7,3,10,70,30,162.370257,47.47161973,209.8418767,96.76023717,28.55960615,125.3198433,65.61001983,18.91201359,84.52203339
2980,LXSDYF100718100,Liaoning,14.75,18.76,16.755,40.916032,120.746268,222,8.3,586,3,0,4,75,0,9.727689066,3.387887877,13.11557694,9.565036422,3.329491914,12.89452834,0,0,0
995,WDSSYF090806074,Heilongjiang,11.25,14.34,12.795,46.645394,133.757256,222,2.2,641,9,6,15,60,40,134.3408127,42.05229257,176.3931052,84.13001567,24.79566996,108.9256856,50.21079699,17.25662261,67.46741961
564,XXALYF080822090,Heilongjiang,11.25,14.34,12.795,48.37852,130.11033,222,0.1,620,0,2,2,0,100,4.682294942,1.069768581,5.752063523,0,0,0,4.682294942,1.069768581,5.752063522
1471,ZGCLYF090816106,Heilongjiang,11.25,14.34,12.795,45.371306,128.386306,222,2.6,528,5,5,11,45.45454545,45.45454545,33.75544763,5.64968884,39.40513647,0.025165955,0.011541624,0.036707579,33.72998675,5.638047006,39.36803375
1491,ZGCLYF090815099,Heilongjiang,11.25,14.34,12.795,45.255028,128.742833,222.8,2.9,621,4,2,7,57.14285714,28.57142857,14.15372281,2.599168194,16.752891,0.078707554,0.037866384,0.116573938,14.07501526,2.56130181,16.63631707
996,WDSSYF090806075,Heilongjiang,11.25,14.34,12.795,46.645294,133.757222,223,2.2,641,4,3,8,50,37.5,80.81259567,42.17962805,122.9922237,9.914883428,3.319744997,13.23462842,69.82312278,38.4737108,108.2968336
1280,WDSSYF090814108,Heilongjiang,11.25,14.34,12.795,46.184547,131.877508,223,2.8,563,3,4,8,37.5,50,237.1134707,110.5863096,347.6997803,20.08709832,6.350994211,26.43809254,212.9220049,102.9294533,315.8514582
873,XXALYF090729004,Heilongjiang,11.25,14.34,12.795,47.114553,127.940075,223,1.7,604,6,6,13,46.15384615,46.15384615,45.72865307,16.19818735,61.92684042,6.106871161,1.979395039,8.0862662,39.38948511,14.16550056,53.55498567
545,XXALYF110730009,Heilongjiang,11.25,14.34,12.795,48.4405,130.276678,223,0.4,611,9,6,15,60,40,33.83219686,9.666528161,43.49872502,23.04653762,7.221776467,30.26831409,10.78565924,2.444751694,13.23041093
620,XXALYF110801122,Heilongjiang,11.25,14.34,12.795,48.09436,130.15716,224,0.2,631,0,5,5,0,100,11.55287679,3.548827722,15.10170451,0,0,0,11.55287679,3.548827722,15.10170451
543,XXALYF110730012,Heilongjiang,11.25,14.34,12.795,48.44138,130.284348,225,0.4,611,10,6,18,55.55555556,33.33333333,17.95934749,4.304312386,22.26365988,6.752675589,2.080015134,8.832690722,10.17619246,1.973693567,12.14988602
1048,XXALYF110801017,Heilongjiang,11.25,14.34,12.795,46.494058,128.482297,225,1.5,634,6,3,10,60,30,47.75728777,7.603291169,55.36057894,11.98475695,3.561425693,15.54618264,34.02478008,3.653208676,37.67798876
1497,ZGCLYF090723017,Heilongjiang,11.25,14.34,12.795,45.216722,128.117722,225,2.7,664,10,2,14,71.42857143,14.28571429,24.73223454,4.150812536,28.88304707,0.745858287,0.333829897,1.079688184,23.96660133,3.810951333,27.77755267
1644,ZGCLYF090823211,Heilongjiang,11.25,14.34,12.795,44.590056,127.096,225.3,3.6,644,16,3,20,80,15,53.3494329,16.08029493,69.42972783,3.768464133,1.211817533,4.980281666,46.50464118,14.20178648,60.70642767
2843,LDSDYF110814003,Liaoning,14.75,18.76,16.755,41.272968,123.646675,225.36,7.5,812,5,5,11,45.45454545,45.45454545,10.01200049,6.170025535,16.18202603,1.688830544,0.615901149,2.304731693,7.496564367,5.258093866,12.75465823
2921,LGSSYF100808181,Liaoning,14.75,18.76,16.755,41.007222,123.123333,227,8.2,744,7,4,11,63.63636364,36.36363636,58.2420982,19.112716,77.35481419,1.498235539,0.522581104,2.020816643,56.74386267,18.59013489,75.33399756
1044,WDSSYF090801044,Heilongjiang,11.25,14.34,12.795,46.510672,133.410083,227,1.2,651,0,2,3,0,66.66666667,45.39036691,11.55136314,56.94173005,0,0,0,45.15053282,11.46348067,56.6140135
614,XXALYF110801121,Heilongjiang,11.25,14.34,12.795,48.114838,130.150617,227,0.6,631,1,6,10,10,60,27.32245009,7.208565819,34.53101591,0.156514726,0.051518049,0.208032775,24.28755426,6.519940711,30.80749497
2427,HDLSYF080924139,Jilin,12.84,17.83,15.335,42.295472,124.447083,228,6.4,766,0,2,2,0,100,32.5010689,5.598990282,38.10005918,0,0,0,32.50106889,5.598990283,38.10005918
2271,HDLSYF080928146,Jilin,12.84,17.83,15.335,42.742222,124.667056,228,5.7,723,4,4,8,50,50,1.763916071,0.548428032,2.312344103,1.714192924,0.538101696,2.252294621,0.049723147,0.010326336,0.060049483
2919,LGSSYF100807179,Liaoning,14.75,18.76,16.755,41.009972,123.129056,228,8.2,744,5,4,9,55.55555556,44.44444444,106.1552531,24.91706988,131.072323,1.466018489,0.472963041,1.938981531,104.6892346,24.44410683,129.1333414
1271,XXALYF110728002,Heilongjiang,11.25,14.34,12.795,46.19378,127.648658,228,2.3,605,5,4,10,50,40,80.92748787,44.33425588,125.2617438,5.807645578,1.797667781,7.605313356,74.80963744,42.46657701,117.2762145
769,XXALYF110807151,Heilongjiang,11.25,14.34,12.795,47.467125,130.156535,228,1.6,605,1,5,9,11.11111111,55.55555556,2.278670491,1.219642785,3.498313277,0,0,0,2.850716124,1.373405316,4.224121441
1470,ZGCLYF090816104,Heilongjiang,11.25,14.34,12.795,45.371361,128.386,229,2.6,528,13,4,17,76.47058824,23.52941176,16.19500545,8.527218281,24.72222373,0.936140996,0.367886364,1.304027359,15.25886445,8.159331917,23.41819637
2137,LYLSYF100806052,Jilin,12.84,17.83,15.335,43.097167,130.361889,229.3,3.6,636,12,4,16,75,25,61.44747842,32.37916066,93.82663908,4.732433899,1.512309694,6.244743594,56.7150445,30.86685097,87.5818955
2584,HDLSYF080923137,Jilin,12.84,17.83,15.335,42.003889,124.395944,230,6.1,802,7,4,11,63.63636364,36.36363636,44.6216114,10.6706593,55.2922707,0.117024246,0.051002592,0.168026837,44.50458715,10.61965671,55.12424386
2274,HDLSYF080927144,Jilin,12.84,17.83,15.335,42.741389,124.723889,230,5.7,723,13,2,15,86.66666667,13.33333333,36.14431957,6.416878241,42.56119781,3.389257898,1.176082894,4.565340792,32.75506167,5.240795347,37.99585702
1115,WDSSYF080815012,Heilongjiang,11.25,14.34,12.795,46.385611,130.866528,230,2.5,571,9,4,15,60,26.66666667,42.45483912,11.75718026,54.21201938,23.66451608,7.0707974,30.73531348,9.656279322,2.780691555,12.43697088
1016,WDSSYF090815118,Heilongjiang,11.25,14.34,12.795,46.543833,131.384694,230,3,554,8,2,11,72.72727273,18.18181818,129.402681,36.62277952,166.0254605,111.1497237,32.73321589,143.8829396,2.658061733,0.648697222,3.306758954
714,XXALYF110802128,Heilongjiang,11.25,14.34,12.795,47.707032,130.00154,230,1,620,5,5,11,45.45454545,45.45454545,29.09490104,12.56115704,41.65605808,0.132955607,0.047502389,0.180457996,28.91829285,12.50266507,41.42095792
1353,ZGCLYF090818112,Heilongjiang,11.25,14.34,12.795,45.801222,128.11075,230,2.1,649,9,6,16,56.25,37.5,22.24982756,12.72740919,34.97723675,0.193260402,0.06252454,0.255784942,18.88589593,11.93899449,30.82489043
1270,WDSSYF090814109,Heilongjiang,11.25,14.34,12.795,46.195569,131.877508,231,2.8,563,1,4,5,20,80,96.24953068,37.27263667,133.5221674,4.568967233,1.489533871,6.058501106,91.68056344,35.78310281,127.4636663
1828,ZGCLYF090830225,Heilongjiang,11.25,14.34,12.795,44.001194,126.724028,231.4,3.9,667,12,4,17,70.58823529,23.52941176,57.31472113,26.93108574,84.24580687,11.80767208,3.537978814,15.34565089,44.57783519,23.19612274,67.77395794
2407,HDLSYF080925141,Jilin,12.84,17.83,15.335,42.326583,124.537861,232,5.9,785,1,2,3,33.33333333,66.66666667,38.553186,6.033845132,44.58703113,0.002686555,0.00147981,0.004166365,38.55049944,6.032365322,44.58286476
2713,LXSDYF080817026,Liaoning,14.75,18.76,16.755,41.62825,121.69915,233,8.6,573,3,4,7,42.85714286,57.14285714,26.09079549,6.472215086,32.56301057,9.229586344,0.774820019,10.00440636,16.86120914,5.697395067,22.55860421
1056,XXALYF110801019,Heilongjiang,11.25,14.34,12.795,46.48516,128.481647,233,1.5,634,9,3,12,75,25,25.09017049,5.996755938,31.08692643,7.521581244,2.299794441,9.821375683,17.56858925,3.696961497,21.26555075
3160,LDSDYF120828044,Liaoning,14.75,18.76,16.755,40.175828,123.020181,234,7.4,806,5,4,9,55.55555556,44.44444444,43.63220646,26.85891547,70.49112194,2.155856277,0.717363232,2.873219509,41.47635018,26.14155224,67.61790244
3122,LXSDYF110714153,Liaoning,14.75,18.76,16.755,40.457694,120.04925,234,8.8,628,3,3,7,42.85714286,42.85714286,24.72363962,11.86481629,36.58845591,0.709601773,0.25306115,0.962662924,23.80066021,11.53620729,35.33686751
1277,XXALYF110728003,Heilongjiang,11.25,14.34,12.795,46.187357,127.638363,234,2.3,605,8,1,10,80,10,48.57832274,13.48378617,62.06210891,48.54057067,13.47022423,62.01079489,0,0,0
1345,LYLSYF110814051,Jilin,12.84,17.83,15.335,45.865972,130.141083,234.4,2.8,572,2,3,6,33.33333333,50,42.49121031,9.763583795,52.25479411,0.013535857,0.005521476,0.019057333,42.46814987,9.755459756,52.22360963
157,DXALYF100805130,Heilongjiang,11.25,14.34,12.795,51.534903,126.591365,235,-2.1,485,0,5,7,0,71.42857143,20.93642117,3.801339362,24.73776053,0,0,0,20.32501203,3.664562059,23.98957409
2996,LDSDYF110820016,Liaoning,14.75,18.76,16.755,40.899914,123.339842,235,6.6,845,1,2,3,33.33333333,66.66666667,53.935441,13.40540374,67.34084475,0.071364891,0.026361185,0.097726076,53.86407611,13.37904256,67.24311867
748,XXALYF080806039,Heilongjiang,11.25,14.34,12.795,47.563775,128.403,235,0.1,655,1,2,3,33.33333333,66.66666667,20.292803,3.415901979,23.70870498,0.223964053,0.071946475,0.295910528,20.06883894,3.343955504,23.41279445
675,XXALYF110801123,Heilongjiang,11.25,14.34,12.795,47.833718,129.947963,235,-0.1,649,5,7,13,38.46153846,53.84615385,45.88699771,14.27080258,60.1578003,7.486661567,2.155783007,9.642444578,38.34909805,12.09675765,50.4458557
1409,ZGCLYF090804060,Heilongjiang,11.25,14.34,12.795,45.511972,129.733667,235,2.7,582,7,7,14,50,50,37.39293282,6.664990912,44.05792373,0.08491807,0.043025499,0.127943569,37.30801476,6.621965411,43.92998017
2532,LGSSYF100714115,Liaoning,14.75,18.76,16.755,42.053722,124.325278,236,6.7,775,0,1,1,0,100,37.74385888,7.17437282,44.9182317,0,0,0,37.74385888,7.174372822,44.91823171
803,XXALYF110805143,Heilongjiang,11.25,14.34,12.795,47.389257,129.954437,236,0.5,636,5,7,13,38.46153846,53.84615385,49.32432783,21.0476572,70.37198502,2.555861041,0.778914408,3.334775448,45.98460388,20.10093944,66.08554333
670,WDSSYF080808006,Heilongjiang,11.25,14.34,12.795,47.882556,130.269167,237,0.7,624,3,3,8,37.5,37.5,34.0883274,5.918622307,40.00694971,0.676249219,0.242298128,0.918547347,32.92324397,5.561536844,38.48478082
933,WDSSYF090726030,Heilongjiang,11.25,14.34,12.795,46.973583,133.361833,237,1.9,624,8,5,14,57.14285714,35.71428571,72.14658294,23.71323652,95.85981946,24.31341358,7.19071575,31.50412933,33.20526518,13.5081964,46.71346158
1047,WDSSYF090812098,Heilongjiang,11.25,14.34,12.795,46.510022,131.075833,237,2.6,567,7,2,10,70,20,134.721775,40.4241414,175.1459164,94.67802461,29.22837984,123.9064045,35.74474753,9.834542039,45.57928957
3148,LXSDYF110714152,Liaoning,14.75,18.76,16.755,40.27243,120.02555,238,9.2,638,2,1,4,50,25,13.97181515,3.155929569,17.12774472,0.848698574,0.28770727,1.136405844,10.71205548,2.036922586,12.74897807
673,XXALYF080811052,Heilongjiang,11.25,14.34,12.795,47.8757,128.78982,238,0.6,644,0,3,4,0,75,27.70757951,6.592244024,34.29982354,0,0,0,27.40007961,6.522808983,33.92288859
293,XXALYF090823098,Heilongjiang,11.25,14.34,12.795,50.31757,127.309612,238,-0.2,542,0,5,7,0,71.42857143,18.64108626,4.686114969,23.32720123,0,0,0,18.64108626,4.686114969,23.32720123
1464,ZGCLYF090813092,Heilongjiang,11.25,14.34,12.795,45.394806,128.647889,238,2.5,636,13,3,16,81.25,18.75,27.71201873,12.56726923,40.27928797,7.014564967,2.011389735,9.025954706,20.69745377,10.5558795,31.25333326
421,XXALYF080825105,Heilongjiang,11.25,14.34,12.795,49.257583,129.404632,239,-0.5,626,0,3,4,0,75,20.65094807,8.10007596,28.75102403,0,0,0,20.48394778,8.059933694,28.54388147
1843,ZGCLYF090830226,Heilongjiang,11.25,14.34,12.795,43.971083,126.728194,239.8,3.8,680,5,3,8,62.5,37.5,22.13502747,3.45149437,25.58652184,0.007813626,0.003760344,0.011573969,22.12721384,3.447734026,25.57494787
441,DXALYF100715004,Heilongjiang,11.25,14.34,12.795,49.084522,124.594135,240,0.1,492,2,2,6,33.33333333,33.33333333,8.19434499,3.492013754,11.68635874,0.001691628,0.000712439,0.002404067,8.063409333,3.444577726,11.50798706
2270,HDLSYF080928147,Jilin,12.84,17.83,15.335,42.744722,124.669056,240,5.7,723,1,1,4,25,25,25.21394829,4.802177095,30.01612538,0.007082493,0.003041151,0.010123645,25.20542145,4.798530824,30.00395227
712,XXALYF110802127,Heilongjiang,11.25,14.34,12.795,47.7111,129.998018,240,0.1,646,3,3,6,50,50,83.3838699,46.71254449,130.0964144,0.061219929,0.02276017,0.0839801,83.32264994,46.68978432,130.0124343
1974,HDLSYF080726014,Jilin,12.84,17.83,15.335,43.533631,125.720639,240.3,4.8,674,10,1,14,71.42857143,7.142857143,16.03864644,4.212876817,20.25152326,7.77172815,2.592657844,10.36438599,6.192594883,1.178542461,7.371137344
2833,LDSDYF110817007,Liaoning,14.75,18.76,16.755,41.295513,123.642746,240.79,7.5,812,3,3,6,50,50,40.75879691,18.30287253,59.06166944,0.469227714,0.165328737,0.634556451,34.86105507,16.44404762,51.30510269
1813,ZGCLYF090830224,Heilongjiang,11.25,14.34,12.795,44.023361,126.720639,240.9,3.9,667,10,5,15,66.66666667,33.33333333,23.55756064,9.447554734,33.00511537,3.526525862,1.227489197,4.754015059,20.03103477,8.220065539,28.25110031
1038,WDSSYF090801042,Heilongjiang,11.25,14.34,12.795,46.513333,133.432811,242,1.2,651,8,5,15,53.33333333,33.33333333,79.55435006,11.15152537,90.70587542,4.591265498,1.421318071,6.012583567,73.25642528,9.348678783,82.60510406
1484,ZGCLYF090804058,Heilongjiang,11.25,14.34,12.795,45.286583,129.728361,242,2.5,590,11,5,17,64.70588235,29.41176471,34.11338291,9.052283663,43.16566657,0.217664095,0.090719288,0.308383383,33.71907358,8.900170589,42.61924417
2252,LYLSYF100727010,Jilin,12.84,17.83,15.335,42.830361,129.577083,242.3,4.5,582,3,3,8,37.5,37.5,54.00876704,10.50552968,64.51429672,0.017741539,0.007502364,0.025243903,53.99102551,10.49802731,64.48905283
1523,ZGCLYF090802049,Heilongjiang,11.25,14.34,12.795,45.101278,129.704639,242.7,2.8,581,4,6,10,40,60,56.64576013,14.32522052,70.97098065,0.260643062,0.09918218,0.359825241,56.38511706,14.22603834,70.61115539
2738,LXSDYF120728198,Liaoning,14.75,18.76,16.755,41.532394,121.00505,244,8.7,531,0,1,1,0,100,7.473110005,1.420704435,8.89381444,0,0,0,7.473110006,1.420704436,8.893814439
1349,ZGCLYF090819111,Heilongjiang,11.25,14.34,12.795,45.8185,128.03925,244.6,2.1,649,1,3,4,25,75,34.38937275,5.845749596,40.23512235,0,0,0,34.38937275,5.845749594,40.23512234
1320,WDSSYF090727033,Heilongjiang,11.25,14.34,12.795,46.046722,132.502944,245,3.1,568,3,3,7,42.85714286,42.85714286,59.46638483,14.15650296,73.62288778,3.289758433,1.072786997,4.362545429,14.46805603,4.079622299,18.54767833
1348,ZGCLYF090819113,Heilongjiang,11.25,14.34,12.795,45.818667,128.042472,245.9,2.1,649,4,2,6,66.66666667,33.33333333,45.10893715,7.432617087,52.54155424,0.027777028,0.011443922,0.03922095,45.08116012,7.421173167,52.50233329
469,XXALYF080822095,Heilongjiang,11.25,14.34,12.795,48.979618,129.385238,246,-0.8,642,0,2,2,0,100,5.738683599,0.904445607,6.643129206,0,0,0,5.7386836,0.904445607,6.643129206
121,DXALYF100803125,Heilongjiang,11.25,14.34,12.795,52.028797,126.181457,247,-2.7,495,0,5,7,0,71.42857143,28.11400084,5.763748054,33.87774889,0,0,0,25.46282051,5.193133508,30.65595402
1450,LYLSYF110807037,Jilin,12.84,17.83,15.335,45.440167,131.186722,247,3.8,551,2,5,7,28.57142857,71.42857143,58.88936446,36.33187754,95.221242,0.694656995,0.229634543,0.924291538,58.19470744,36.102243,94.29695044
1395,LYLSYF110811047,Jilin,12.84,17.83,15.335,45.586361,131.517417,247.1,3.6,559,5,5,11,45.45454545,45.45454545,38.36612032,19.01921285,57.38533316,0.767244916,0.282426069,1.049670984,37.39062939,18.68871749,56.07934689
1518,ZGCLYF090720012,Heilongjiang,11.25,14.34,12.795,45.128528,127.834583,248.1,2.7,670,15,5,21,71.42857143,23.80952381,89.3639897,18.4627563,107.826746,8.3172091,2.620644806,10.93785391,38.00231081,8.4584224,46.46073321
3176,LDSDYF120809017,Liaoning,14.75,18.76,16.755,39.99405,122.96694,250,8.6,756,3,2,5,60,40,74.17199572,8.599070907,82.77106663,2.289930473,0.782239161,3.072169633,71.88206522,7.816831744,79.698897
2199,LYLSYF100808060,Jilin,12.84,17.83,15.335,42.962306,130.766611,250.2,4.6,667,8,2,10,80,20,57.05659577,30.53728763,87.5938834,1.725921612,0.532129961,2.258051573,55.33067416,30.00515767,85.33583183
1650,ZGCLYF090820203,Heilongjiang,11.25,14.34,12.795,44.521333,127.135833,250.4,3.6,644,10,1,12,83.33333333,8.333333333,38.75748327,22.0745743,60.83205757,5.508602793,1.804916052,7.313518844,33.2473836,20.26920524,53.51658884
1452,ZGCLYF090821122,Heilongjiang,11.25,14.34,12.795,45.427778,127.839194,252,2.3,667,14,6,20,70,30,12.77090211,4.243418049,17.01432016,8.274622756,2.810461423,11.08508418,4.496279359,1.432956626,5.929235983
1483,ZGCLYF090720011,Heilongjiang,11.25,14.34,12.795,45.288806,127.855417,252.3,2.7,670,15,5,20,75,25,31.34017855,7.03165588,38.37183443,3.766690257,1.372326705,5.139016962,27.57348829,5.659329172,33.23281747
2108,HDLSYF080727021,Jilin,12.84,17.83,15.335,43.180889,126.024528,252.8,4.2,731,6,3,9,66.66666667,33.33333333,25.51990328,18.34218378,43.86208706,1.007870752,0.407451366,1.415322118,24.51203253,17.93473241,42.44676494
118,DXALYF100803124,Heilongjiang,11.25,14.34,12.795,52.095227,126.057178,253,-2.5,488,1,4,7,14.28571429,57.14285714,39.99404437,7.035449601,47.02949397,0,0,0,38.94546463,6.805050211,45.75051484
2922,LGSSYF100807178,Liaoning,14.75,18.76,16.755,41.006444,123.129972,253,8.2,744,3,4,7,42.85714286,57.14285714,45.18867002,16.78161254,61.97028256,10.55403769,2.995453199,13.54949089,34.63463233,13.78615934,48.42079168
