,ydID,Province ,1990sNdeposition,2000sNdeposition,Nitrogendeposition,latitudeN,longitudeE,altitude,MAT¡æ,MAPmm,Amfunalrichness,EcMfunalrichness,Speciesrichness,Amrelativerichness,EcMrelativerichness,aboveCMg_ha,belowgroundCMg_ha,Total_tree_C_Mg_ha,AMaboveC,AMbelowC,AMtotalC,ECMaboveC,ECMbelowC,ECMtotalC
801,XXALYF110805142,Heilongjiang,11.25,14.34,12.795,47.408543,129.863245,354,0.5,636,5,7,13,38.46153846,53.84615385,70.07244942,28.65849997,98.7309494,6.263650478,1.960432394,8.224082872,48.16006824,23.32617676,71.486245
2155,HDLSYF080813064,Jilin,12.84,17.83,15.335,43.053222,125.409444,354.1,4.5,720,2,1,6,33.33333333,16.66666667,40.57420252,7.722664768,48.29686729,0.003703109,0.001800893,0.005504001,40.56976513,7.720553156,48.29031828
2357,LGSSYF100817124,Liaoning,14.75,18.76,16.755,42.488083,124.7135,354.4,5.6,774,2,0,2,100,0,15.39095156,4.912207459,20.30315902,15.39095156,4.912207459,20.30315902,0,0,0
1986,HDLSYF080820069,Jilin,12.84,17.83,15.335,43.473778,126.231722,355,3.5,734,11,4,16,68.75,25,47.14640916,26.45882772,73.60523688,0.868217841,0.317559363,1.185777204,46.27770552,26.1410462,72.41875172
2463,HDLSYF080920131,Jilin,12.84,17.83,15.335,42.221528,124.814083,355,5.4,805,12,6,19,63.15789474,31.57894737,7.013378777,3.093396657,10.10677543,1.527147107,0.478433169,2.005580277,5.486102548,2.614870732,8.100973278
2929,LXSDYF100818147,Liaoning,14.75,18.76,16.755,40.991253,120.573035,355,8.2,582,0,3,4,0,75,6.18096413,3.114047928,9.295012059,0,0,0,6.175496089,3.111870209,9.2873663
321,DXALYF100716012,Heilongjiang,11.25,14.34,12.795,50.082307,124.864245,356,-1.1,491,0,3,3,0,100,5.515810049,2.922720001,8.43853005,0,0,0,5.515810048,2.922720001,8.43853005
1567,LYLSYF100826129,Jilin,12.84,17.83,15.335,44.90475,130.326528,356,2.8,569,6,5,12,50,41.66666667,47.93096534,29.883827,77.81479233,0.008560459,0.00457524,0.013135699,46.86034109,29.62500327,76.48534433
313,XXALYF090819088,Heilongjiang,11.25,14.34,12.795,50.189678,127.08343,356,-0.7,544,0,4,4,0,100,34.87804194,5.8672318,40.74527374,0,0,0,34.87804193,5.8672318,40.74527373
1663,ZGCLYF090822126,Heilongjiang,11.25,14.34,12.795,44.466889,129.259194,356,3.5,575,0,1,1,0,100,31.39882311,7.884049353,39.28287246,0,0,0,31.39882311,7.884049356,39.28287246
1390,ZGCLYF090820115,Heilongjiang,11.25,14.34,12.795,45.616417,127.609722,356.1,1.5,662,12,2,14,85.71428571,14.28571429,30.15750278,18.52248672,48.6799895,3.971147203,1.344401381,5.315548584,26.18635558,17.17808534,43.36444092
2076,LYLSYF100801026,Jilin,12.84,17.83,15.335,43.270111,129.944111,356.2,3.2,594,15,6,22,68.18181818,27.27272727,29.2620545,12.3838116,41.6458661,6.083601944,2.141066719,8.224668661,22.45994724,10.08480054,32.54474778
624,DXALYF110713003,Heilongjiang,11.25,14.34,12.795,48.079985,122.733277,357,1.4,462,0,3,6,0,50,23.26351446,12.35551845,35.61903291,0,0,0,21.86905203,12.01505938,33.88411142
209,XXALYF090813061,Heilongjiang,11.25,14.34,12.795,50.909677,126.055178,357,-2.2,507,0,2,2,0,100,31.45931678,5.401362998,36.86067978,0,0,0,31.45931678,5.401362998,36.86067978
1734,ZGCLYF090815196,Heilongjiang,11.25,14.34,12.795,44.224472,127.087861,357.5,3.2,669,13,2,15,86.66666667,13.33333333,27.75164676,7.925053101,35.67669986,25.66675804,7.259722811,32.92648085,2.084888721,0.665330291,2.750219012
1635,ZGCLYF090801047,Heilongjiang,11.25,14.34,12.795,44.66775,129.375694,357.9,2.2,605,5,3,8,62.5,37.5,54.38948012,14.46300217,68.85248228,0.036674245,0.017098119,0.053772365,54.35280587,14.44590405,68.79870994
2219,HDLSYF080813061,Jilin,12.84,17.83,15.335,42.922444,125.459172,358,4.7,738,11,5,16,68.75,31.25,38.66221304,22.72944772,61.39166076,0.654152892,0.275660884,0.929813776,38.00806014,22.45378684,60.461847
1564,LYLSYF110729013,Jilin,12.84,17.83,15.335,44.908,130.552889,358,3.5,551,0,1,1,0,100,68.55793291,11.08683235,79.64476526,0,0,0,68.55793289,11.08683235,79.64476528
924,WDSSYF080813010,Heilongjiang,11.25,14.34,12.795,47.007722,129.777694,358,0.6,637,10,6,18,55.55555556,33.33333333,67.19716506,15.18122722,82.37839228,15.53179538,4.779281433,20.31107681,48.13767673,9.512964067,57.65064078
953,XXALYF080728007,Heilongjiang,11.25,14.34,12.795,46.890345,128.42765,358,0.7,650,9,2,11,81.81818182,18.18181818,19.56212213,5.377785552,24.93990768,6.713228506,2.111099218,8.824327722,12.84889363,3.266686334,16.11557996
682,XXALYF090803015,Heilongjiang,11.25,14.34,12.795,47.783663,127.522153,358,0.5,601,4,6,13,30.76923077,46.15384615,24.0679314,11.31529776,35.38322916,0.841985126,0.279118128,1.121103253,21.76763381,10.69532302,32.46295683
339,XXALYF090815068,Heilongjiang,11.25,14.34,12.795,49.767238,125.545668,358,-1.1,510,0,4,8,0,50,16.16553377,4.632485736,20.7980195,0,0,0,15.62211279,4.478447438,20.10056023
398,XXALYF090816055,Heilongjiang,11.25,14.34,12.795,49.487457,126.302907,358,-1.2,539,0,3,3,0,100,19.65834521,4.512495289,24.1708405,0,0,0,19.65834521,4.512495289,24.17084049
2651,LXSDYF080711006,Liaoning,14.75,18.76,16.755,41.83825,121.78125,359,7.5,557,2,2,4,50,50,10.28893605,3.528236995,13.81717305,2.731524775,0.904241263,3.635766038,7.557411278,2.623995731,10.18140701
2976,LXSDYF100813136,Liaoning,14.75,18.76,16.755,40.917958,119.643922,359,7.8,606,4,2,7,57.14285714,28.57142857,5.023288541,1.022323597,6.045612138,0.269741059,0.102323016,0.372064075,4.720083867,0.906853469,5.626937339
697,XXALYF090803018,Heilongjiang,11.25,14.34,12.795,47.75972,127.634385,359,0.5,601,5,5,10,50,50,20.3064488,5.160840091,25.46728889,0.451436229,0.151510417,0.602946646,19.85501257,5.009329674,24.86434225
1363,LYLSYF110815055,Jilin,12.84,17.83,15.335,45.758111,130.394889,359.1,2.4,580,5,7,12,41.66666667,58.33333333,36.92774796,10.33860269,47.26635065,2.421760418,0.830727177,3.252487595,34.50598754,9.507875517,44.01386306
1534,LYLSYF110808039,Jilin,12.84,17.83,15.335,45.064611,131.501083,359.2,2.8,573,2,8,10,20,80,57.719434,23.95957294,81.67900694,0.116003135,0.038319058,0.154322193,57.60343089,23.92125388,81.52468472
1516,ZGCLYF090803051,Heilongjiang,11.25,14.34,12.795,45.133083,129.708972,359.9,2.8,581,4,4,8,50,50,41.41397337,11.63282991,53.04680328,0.337562978,0.121544478,0.459107456,41.07641039,11.51128544,52.58769582
1980,HDLSYF080823078,Jilin,12.84,17.83,15.335,43.515111,126.193417,360,3.8,710,16,6,24,66.66666667,25,24.16163066,5.840527602,30.00215826,4.731667148,1.773213964,6.504881111,19.05156675,3.922360091,22.97392684
2180,HDLSYF080904099,Jilin,12.84,17.83,15.335,42.98525,124.5085,360,5.6,696,9,5,14,64.28571429,35.71428571,39.28808439,23.40193073,62.69001512,1.86301244,0.620727599,2.483740038,37.42507196,22.78120313,60.20627506
1661,LYLSYF100824117,Jilin,12.84,17.83,15.335,44.470083,129.744861,360,2.7,584,10,5,16,62.5,31.25,52.51694706,9.166219599,61.68316666,0.802080848,0.275005999,1.077086847,51.71486621,8.8912136,60.60607983
944,XXALYF080801017,Heilongjiang,11.25,14.34,12.795,46.91666,129.09524,360,-0.2,672,5,5,11,45.45454545,45.45454545,18.06999859,4.505454535,22.57545312,5.004166784,1.530530805,6.534697589,8.806078656,2.148298879,10.95437753
2204,HDLSYF080810054,Jilin,12.84,17.83,15.335,42.951278,126.185083,360.5,4.2,763,9,2,12,75,16.66666667,26.15060601,6.280036241,32.43064225,1.881057553,0.721857839,2.602915392,24.16943222,5.518348704,29.68778093
1362,LYLSYF110815057,Jilin,12.84,17.83,15.335,45.76175,130.406361,360.6,2.4,580,2,5,8,25,62.5,65.24923526,32.95975169,98.20898696,0.700829592,0.228998628,0.929828219,60.45334361,31.85657977,92.30992339
2164,HDLSYF080730028,Jilin,12.84,17.83,15.335,43.013389,126.745806,360.9,4,741,2,6,8,25,75,70.77087093,43.16208263,113.9329536,0.001314473,0.000846491,0.002160964,70.76955644,43.16123614,113.9307926
2111,LYLSYF100806050,Jilin,12.84,17.83,15.335,43.173472,130.374083,361.9,1.6,678,12,5,17,70.58823529,29.41176471,62.8367423,36.80844878,99.64519108,3.213058844,1.044729995,4.257788839,59.62368344,35.76371878,95.38740222
1979,HDLSYF080823077,Jilin,12.84,17.83,15.335,43.521111,126.195833,362,3.8,710,15,5,21,71.42857143,23.80952381,16.96576588,3.518213669,20.48397955,3.83152299,1.355802382,5.187325372,13.13302368,2.161738863,15.29476254
2311,HDLSYF080911111,Jilin,12.84,17.83,15.335,42.606944,125.601528,362,4.8,780,6,3,10,60,30,33.6940966,8.087549421,41.78164602,0.520263107,0.202356831,0.722619937,29.59272573,7.029141083,36.62186681
2312,HDLSYF080911112,Jilin,12.84,17.83,15.335,42.606806,125.6025,362,4.8,780,4,3,8,50,37.5,42.1371034,8.399716254,50.53681965,0.121469132,0.055396657,0.176865789,41.61011664,8.251362256,49.8614789
3022,LDSDYF110820015,Liaoning,14.75,18.76,16.755,40.814503,123.282644,362,6.5,836,4,6,10,40,60,19.52534018,8.468664212,27.99400439,11.69247564,3.929434148,15.62190979,7.832864539,4.539230064,12.37209461
2914,LGSSYF090805090,Liaoning,14.75,18.76,16.755,41.030278,124.103611,362,5.2,960,7,4,12,58.33333333,33.33333333,51.56243853,26.93602861,78.49846714,8.199491961,2.493252119,10.69274408,43.00165682,24.32774637,67.32940317
1508,LYLSYF110802021,Jilin,12.84,17.83,15.335,45.152278,130.629333,362,3.3,555,4,2,7,57.14285714,28.57142857,51.00465308,21.93103084,72.93568392,0.235787778,0.082633432,0.318421209,41.21635877,19.73204679,60.94840556
1142,WDSSYF090814114,Heilongjiang,11.25,14.34,12.795,46.326669,131.735847,362,2.2,579,3,2,5,60,40,91.69611376,34.85803099,126.5541448,64.60821606,18.71810872,83.32632478,27.08789773,16.13992227,43.22782
1498,LYLSYF110810044,Jilin,12.84,17.83,15.335,45.201,131.491,362.3,4.3,547,0,7,7,0,100,66.99712889,11.30277367,78.29990257,0,0,0,66.99712889,11.30277367,78.29990256
2201,HDLSYF080809050,Jilin,12.84,17.83,15.335,42.960028,126.368,362.6,4.2,764,11,3,16,68.75,18.75,29.89449386,5.394479541,35.2889734,1.644581618,0.789350547,2.433932165,28.23880956,4.599764757,32.83857432
2841,CBSSYF110820222,Jilin,12.84,17.83,15.335,41.279722,126.298611,363,5.1,948,2,1,3,66.66666667,33.33333333,53.50450096,9.321877279,62.82637824,2.766788302,0.897546664,3.664334966,50.66096758,8.398082656,59.05905022
4,DXALYF100817264,Heilongjiang,11.25,14.34,12.795,53.30872,121.492572,363,-4.6,428,0,3,5,0,60,67.1911287,10.21557013,77.40669883,0,0,0,67.19112872,10.21557013,77.40669883
1997,HDLSYF080730027,Jilin,12.84,17.83,15.335,43.458306,126.112472,363,4.1,716,11,8,21,52.38095238,38.0952381,41.26726456,24.00712711,65.27439168,0.215228848,0.102315785,0.317544633,40.50057927,23.70792457,64.20850383
1437,ZGCLYF090805062,Heilongjiang,11.25,14.34,12.795,45.458861,129.667278,363,3,576,12,8,21,57.14285714,38.0952381,23.46104267,8.708059627,32.1691023,10.24288118,3.353142937,13.59602412,13.21152188,5.353067661,18.56458954
1923,ZGCLYF090801170,Heilongjiang,11.25,14.34,12.795,43.679861,128.594083,363.7,3.3,605,4,2,7,57.14285714,28.57142857,23.12744966,9.822627479,32.95007713,0.683279914,0.250499116,0.93377903,21.54361141,9.356214606,30.89982602
61,DXALYF100813159,Heilongjiang,11.25,14.34,12.795,52.97721,124.66024,364,-3.7,477,0,2,4,0,50,36.71665085,7.69997571,44.41662656,0,0,0,36.69905572,7.695199556,44.39425528
1604,LYLSYF100826125,Jilin,12.84,17.83,15.335,44.818111,130.090667,364,2.8,573,0,2,2,0,100,36.05729684,24.42512846,60.4824253,0,0,0,36.05729684,24.42512846,60.48242528
2161,LYLSYF100807051,Jilin,12.84,17.83,15.335,43.0405,130.338278,364.7,3.6,636,10,6,18,55.55555556,33.33333333,62.07166963,32.89813944,94.96980907,1.925577666,0.586003013,2.511580679,56.90692722,31.48411054,88.39103778
108,DXALYF100803122,Heilongjiang,11.25,14.34,12.795,52.25657,126.003485,365,-2.9,497,0,3,4,0,75,28.03792893,7.066803803,35.10473273,0,0,0,27.55539835,6.958234289,34.51363264
2300,HDLSYF080907106,Jilin,12.84,17.83,15.335,42.660556,125.525194,365,4.8,780,5,2,8,62.5,25,44.16893921,7.147727679,51.31666689,0.442296073,0.146239855,0.588535928,43.72633546,7.001305089,50.72764055
3032,LXSDYF110722165,Liaoning,14.75,18.76,16.755,40.802694,120.482667,365,8.2,595,2,1,3,66.66666667,33.33333333,15.06515031,3.178849217,18.24399953,2.353834951,0.766566191,3.120401142,12.71131536,2.412283027,15.12359839
1965,LYLSYF100801029,Jilin,12.84,17.83,15.335,43.550306,129.667222,365,2.7,591,8,7,15,53.33333333,46.66666667,24.38405786,11.32671796,35.71077582,3.572815177,1.171852734,4.744667911,20.81124269,10.15486523,30.96610791
1981,LYLSYF100802031,Jilin,12.84,17.83,15.335,43.513631,129.677797,365.2,2.7,591,9,3,12,75,25,37.06846876,5.815688448,42.8841572,0.001567424,0.000868302,0.002435727,37.06690133,5.814820144,42.88172148
1513,LYLSYF110821073,Jilin,12.84,17.83,15.335,45.145139,130.054528,365.2,2.9,568,3,1,4,75,25,48.87473876,7.396388757,56.27112752,0,0,0,48.87473876,7.396388756,56.2711275
1794,ZGCLYF090814193,Heilongjiang,11.25,14.34,12.795,44.058806,127.611639,365.2,2.4,683,14,2,17,82.35294118,11.76470588,39.03356674,11.09469667,50.12826341,35.54642234,10.28913836,45.83556071,0.788977719,0.254943221,1.043920941
2094,LYLSYF100729013,Jilin,12.84,17.83,15.335,43.207917,129.940972,365.3,3.2,594,11,5,18,61.11111111,27.77777778,15.75698706,9.712920266,25.46990732,1.567100677,0.59283471,2.159935388,14.18973912,9.119991594,23.30973071
301,DXALYF100718021,Heilongjiang,11.25,14.34,12.795,50.254183,124.239243,366,-1.9,499,2,6,9,22.22222222,66.66666667,14.4508255,3.108042028,17.55886753,0.057234983,0.008533385,0.065768368,14.35904536,3.094474182,17.45351954
1569,LYLSYF110729012,Jilin,12.84,17.83,15.335,44.897083,130.748444,366,2.7,571,4,7,12,33.33333333,58.33333333,56.15643525,12.05312444,68.20955969,0.976409109,0.342116359,1.318525468,55.07892244,11.68670757,66.76563
764,XXALYF080807041,Heilongjiang,11.25,14.34,12.795,47.478752,128.712567,366,-0.7,685,2,5,8,25,62.5,24.66069994,5.792690125,30.45339007,0.684899932,0.223032985,0.907932917,22.61432012,5.275400166,27.88972028
1433,ZGCLYF090805059,Heilongjiang,11.25,14.34,12.795,45.463333,129.659389,366.7,1.6,616,11,7,20,55,35,48.25934055,12.68388998,60.94323053,11.31326996,3.707611629,15.02088159,35.90430079,8.736356483,44.64065728
300,DXALYF100719022,Heilongjiang,11.25,14.34,12.795,50.29838,124.123058,367,-2.2,504,2,4,7,28.57142857,57.14285714,11.75380073,4.889858906,16.64365964,0.038257325,0.005735634,0.043992959,9.123281161,4.2587043,13.38198546
1948,LYLSYF100801025,Jilin,12.84,17.83,15.335,43.613061,129.607803,367.3,3.5,566,8,3,11,72.72727273,27.27272727,27.40878238,17.60508265,45.01386503,2.113730083,0.768930066,2.882660149,25.29505229,16.83615258,42.13120488
2232,CBSSYF100819148,Jilin,12.84,17.83,15.335,42.911306,127.317333,368,3.8,719,6,2,8,75,25,53.41240527,19.48109348,72.89349875,17.03641676,4.971950561,22.00836732,36.37598851,14.50914292,50.88513143
2028,LYLSYF100810068,Jilin,12.84,17.83,15.335,43.335556,131.162228,368.7,2.1,697,13,7,22,59.09090909,31.81818182,61.14778816,35.33395035,96.48173851,6.6455442,2.148455655,8.79399985,54.45099888,33.16591608,87.61691494
278,DXALYF100719023,Heilongjiang,11.25,14.34,12.795,50.397613,124.098457,369,-2.3,498,1,2,4,25,50,8.620333585,2.438159359,11.05849294,1.537612533,0.219675531,1.757288064,2.617269424,1.158783776,3.7760532
1403,LYLSYF110817062,Jilin,12.84,17.83,15.335,45.541194,130.606917,369,2.6,573,6,6,13,46.15384615,46.15384615,40.42209409,6.451011554,46.87310564,0.001692354,0.000887602,0.002579956,40.42040173,6.45012395,46.87052569
1652,ZGCLYF090823130,Heilongjiang,11.25,14.34,12.795,44.518222,128.856,369,2.3,621,10,9,21,47.61904762,42.85714286,26.59002663,5.916291192,32.50631782,0.014596809,0.008494624,0.023091433,26.57139733,5.905691228,32.47708856
2316,HDLSYF080914118,Jilin,12.84,17.83,15.335,42.586556,125.482167,369.1,4.8,780,3,3,9,33.33333333,33.33333333,25.15703181,6.038361882,31.1953937,0.037293853,0.017575888,0.054869742,25.11438222,6.018137056,31.13251927
2118,CBSSYF100821151,Jilin,12.84,17.83,15.335,43.157389,127.283861,370,3.1,725,4,4,8,50,50,78.72698049,41.85135626,120.5783367,2.810425275,0.763881514,3.574306789,75.86634478,41.06973316,116.9360779
317,DXALYF100716010,Heilongjiang,11.25,14.34,12.795,50.09204,124.851373,370,-1.1,491,0,3,4,0,75,20.09202096,10.89828137,30.99030232,0,0,0,20.09202096,10.89828137,30.99030232
2301,HDLSYF080912113,Jilin,12.84,17.83,15.335,42.656972,125.621917,370,4.8,780,7,5,15,46.66666667,33.33333333,34.52425662,6.044278068,40.56853469,0.10190792,0.044021998,0.145929918,34.39627909,5.9896549,40.38593399
940,XXALYF080801019,Heilongjiang,11.25,14.34,12.795,46.932497,129.117948,370,-0.2,672,2,6,8,25,75,42.57992342,7.439447513,50.01937093,0.690305456,0.213833852,0.904139307,41.88961797,7.225613661,49.11523163
590,XXALYF090804021,Heilongjiang,11.25,14.34,12.795,48.203203,127.201615,370,0,581,2,5,7,28.57142857,71.42857143,60.87217667,9.42172426,70.29390093,0.018333874,0.007252985,0.02558686,60.85384278,9.414471272,70.26831406
799,XXALYF110805141,Heilongjiang,11.25,14.34,12.795,47.409957,129.84182,370,0.5,636,4,6,10,40,60,89.38039543,42.92181273,132.3022082,0.222219383,0.072474959,0.294694342,89.15817606,42.84933777,132.0075138
1642,ZGCLYF090801048,Heilongjiang,11.25,14.34,12.795,44.653861,129.385889,370,3.7,566,3,4,7,42.85714286,57.14285714,28.41970556,5.152056014,33.57176157,0.022756879,0.010975323,0.033732202,28.39694868,5.141080691,33.53802937
1520,LYLSYF110804029,Jilin,12.84,17.83,15.335,45.1245,130.889,370.1,2.8,571,7,7,15,46.66666667,46.66666667,51.46351538,25.38215046,76.84566584,0.402373748,0.143796971,0.546170719,51.06114163,25.23835349,76.29949511
1777,ZGCLYF090814194,Heilongjiang,11.25,14.34,12.795,44.081472,127.5585,370.1,2.4,683,16,3,20,80,15,31.4764759,9.436073392,40.91254929,28.86422716,8.68012115,37.54434831,2.131694599,0.611842377,2.743536976
1859,ZGCLYF090810186,Heilongjiang,11.25,14.34,12.795,43.920528,127.235444,370.5,2.8,691,16,3,19,84.21052632,15.78947368,23.93303135,9.59730477,33.53033612,16.49182098,5.168952923,21.6607739,7.441210372,4.428351847,11.86956222
2205,HDLSYF080830090,Jilin,12.84,17.83,15.335,42.951056,125.245611,371,5,725,3,2,5,60,40,49.12112841,30.42174781,79.54287623,0.429144007,0.134711198,0.563855204,48.69198441,30.28703662,78.979021
2710,LXSDYF080807017,Liaoning,14.75,18.76,16.755,41.646617,121.577833,371,8,577,1,1,2,50,50,43.77839047,8.36850909,52.14689956,0.348330586,0.108503746,0.456834332,43.43005988,8.260005344,51.69006523
768,XXALYF080807042,Heilongjiang,11.25,14.34,12.795,47.470748,128.705992,371,-0.7,685,0,2,2,0,100,23.03935164,4.087721556,27.1270732,0,0,0,23.03935164,4.087721556,27.12707319
1862,ZGCLYF090804176,Heilongjiang,11.25,14.34,12.795,43.910639,127.214861,371.5,2.8,691,8,4,14,57.14285714,28.57142857,17.54372689,4.129917175,21.67364407,4.984132095,1.651055227,6.635187322,8.012818578,1.430232006,9.443050583
2928,CBSSYF110819219,Jilin,12.84,17.83,15.335,41.002778,125.998611,372,5.3,1003,3,4,7,42.85714286,57.14285714,127.7897793,12.72909354,140.5188728,1.003159718,0.320945058,1.324104776,126.7866196,12.40814848,139.1947681
5,DXALYF100817265,Heilongjiang,11.25,14.34,12.795,53.303855,121.486663,372,-4.6,428,0,3,3,0,100,19.92732062,3.76783189,23.69515251,0,0,0,19.92732062,3.76783189,23.69515251
2749,LGSSYF100818142,Liaoning,14.75,18.76,16.755,41.520683,124.388033,372,5,919,4,3,7,57.14285714,42.85714286,35.99147253,15.34953894,51.34101147,8.361322722,2.499364398,10.86068712,27.63014981,12.85017454,40.48032435
579,XXALYF080814060,Heilongjiang,11.25,14.34,12.795,48.300087,129.000047,372,-0.4,659,0,6,6,0,100,39.04618493,5.867957327,44.91414226,0,0,0,39.04618493,5.867957328,44.91414226
630,XXALYF110731117,Heilongjiang,11.25,14.34,12.795,48.0534,130.300785,372,-0.2,642,5,7,15,33.33333333,46.66666667,82.74058786,11.89564861,94.63623647,1.746218226,0.539442352,2.285660577,66.7909935,7.486034161,74.27702767
1826,LYLSYF100818106,Jilin,12.84,17.83,15.335,44.006689,130.700006,373,2.8,586,9,5,15,60,33.33333333,44.78796186,18.17134255,62.95930441,4.2392257,1.41897688,5.658202578,38.39248361,16.27220033,54.66468394
1818,LYLSYF100819113,Jilin,12.84,17.83,15.335,44.0195,129.590139,373,3.1,577,10,3,16,62.5,18.75,214.0432098,93.59829585,307.6415056,2.236192798,0.707411179,2.943603977,201.2390321,90.3846655,291.6236976
592,XXALYF110728105,Heilongjiang,11.25,14.34,12.795,48.154713,130.64773,373,0.3,628,4,6,11,36.36363636,54.54545455,48.64637568,13.84207235,62.48844803,18.59583383,5.507185059,24.10301888,26.86186638,7.705543344,34.56740973
6,DXALYF100817266,Heilongjiang,11.25,14.34,12.795,53.303835,121.486735,374,-4.6,428,0,3,4,0,75,6.992597252,1.327386319,8.319983571,0,0,0,6.968370467,1.320802062,8.289172528
1597,LYLSYF100826127,Jilin,12.84,17.83,15.335,44.833611,130.079944,374,3.2,561,2,2,4,50,50,26.1368866,17.41836742,43.55525403,0.000273465,0.000124573,0.000398038,26.13661314,17.41824285,43.55485599
509,XXALYF080818079,Heilongjiang,11.25,14.34,12.795,48.583517,129.818353,374,-1.3,663,7,4,11,63.63636364,36.36363636,104.3739998,28.1307983,132.5047981,1.884998038,0.605632725,2.490630763,102.4890017,27.52516557,130.0141673
256,DXALYF100720028,Heilongjiang,11.25,14.34,12.795,50.554758,125.308883,375,-2,501,0,3,5,0,60,13.09773747,2.958140182,16.05587765,0,0,0,9.337733633,2.104989588,11.44272322
80,DXALYF100802118,Heilongjiang,11.25,14.34,12.795,52.739612,125.367973,375,-3.4,498,0,4,6,0,66.66666667,10.05598949,2.261779061,12.31776855,0,0,0,9.863883972,2.214506148,12.07839012
3166,LDSDYF120816028,Liaoning,14.75,18.76,16.755,40.023731,122.757856,375,7.2,775,0,2,2,0,100,17.33043096,4.05074093,21.38117189,0,0,0,17.33043096,4.05074093,21.38117189
1952,LYLSYF100801027,Jilin,12.84,17.83,15.335,43.61,129.608722,375,3.5,566,8,7,16,50,43.75,24.67698661,4.711336899,29.38832351,0.20441503,0.097991801,0.302406831,24.46186103,4.610205783,29.07206682
1422,LYLSYF110817063,Jilin,12.84,17.83,15.335,45.486,130.581944,375.3,2.9,565,1,2,3,33.33333333,66.66666667,56.06056512,10.69870088,66.759266,0.00210893,0.00103623,0.00314516,56.05845617,10.69766465,66.75612083
2026,HDLSYF080808048,Jilin,12.84,17.83,15.335,43.336917,126.768861,375.6,2.6,749,16,5,23,69.56521739,21.73913043,33.6455315,12.25825499,45.90378649,16.58058388,5.651998056,22.23258194,14.01445209,5.716277567,19.73072966
206,XXALYF090813060,Heilongjiang,11.25,14.34,12.795,50.917958,126.062452,376,-2.2,507,0,4,5,0,80,0.009184623,0.001568104,0.010752728,0,0,0,0.009184623,0.001568104,0.010752728
341,XXALYF090815067,Heilongjiang,11.25,14.34,12.795,49.766403,125.546562,376,-1.1,510,0,3,4,0,75,22.3283268,12.95841461,35.28674141,0,0,0,20.84522329,12.60399421,33.4492175
3143,LXSDYF100814138,Liaoning,14.75,18.76,16.755,40.29762,119.905787,377,8.7,660,5,4,10,50,40,20.18316974,13.23972061,33.42289035,2.049763014,0.723684871,2.773447886,18.03702576,12.48147583,30.51850159
430,XXALYF090816072,Heilongjiang,11.25,14.34,12.795,49.2019,125.56669,377,-0.3,503,0,6,6,0,100,22.55350113,5.412216944,27.96571808,0,0,0,22.55350113,5.412216943,27.96571808
632,XXALYF110731115,Heilongjiang,11.25,14.34,12.795,48.053002,130.299893,377,-0.2,642,4,4,8,50,50,110.6356835,24.29322276,134.9289063,5.910164772,1.763374402,7.673539172,104.7255188,22.52984836,127.2553671
1666,ZGCLYF090822128,Heilongjiang,11.25,14.34,12.795,44.429778,128.933972,377,2.9,607,3,6,9,33.33333333,66.66666667,18.69366214,2.860094078,21.55375622,0.000379141,0.000234939,0.00061408,18.69328299,2.85985914,21.55314213
442,DXALYF100715005,Heilongjiang,11.25,14.34,12.795,49.064673,124.539393,378,0.1,492,0,3,4,0,75,27.64214695,13.37300752,41.01515447,0,0,0,24.11256419,12.50443179,36.61699598
2750,LGSSYF100818141,Liaoning,14.75,18.76,16.755,41.5206,124.385333,378,5,919,11,5,16,68.75,31.25,31.38102111,11.50689984,42.88792095,17.79638777,5.458277697,23.25466547,13.36672334,5.975426072,19.34214941
629,WDSSYF080809007,Heilongjiang,11.25,14.34,12.795,48.063222,130.166694,378,-0.2,642,4,6,13,30.76923077,46.15384615,89.6965432,47.98584357,137.6823868,0.37503171,0.152962629,0.527994338,88.71183183,47.67179337,136.3836252
1521,LYLSYF110820069,Jilin,12.84,17.83,15.335,45.122889,130.298083,378.4,2.8,571,1,7,12,8.333333333,58.33333333,34.6070386,17.53104637,52.13808497,0,0,0,28.46708394,16.09723539,44.56431934
2319,HDLSYF080914117,Jilin,12.84,17.83,15.335,42.577889,125.467,378.5,4.8,780,4,2,7,57.14285714,28.57142857,18.28965742,2.974898553,21.26455597,0.116957037,0.049963258,0.166920295,18.16691339,2.921820383,21.08873377
1369,LYLSYF110816058,Jilin,12.84,17.83,15.335,45.705944,130.373472,378.9,2.4,580,13,4,19,68.42105263,21.05263158,55.94938359,16.52892211,72.4783057,29.8231596,8.997044261,38.82020386,25.93484101,7.473005139,33.40784615
1515,ZGCLYF090803054,Heilongjiang,11.25,14.34,12.795,45.141611,129.697333,379,2.8,581,5,7,12,41.66666667,58.33333333,47.74673854,8.419792279,56.16653082,0.362364325,0.146072398,0.508436723,47.38437422,8.273719883,55.65809411
1996,HDLSYF080806040,Jilin,12.84,17.83,15.335,43.458917,126.547694,380,2.5,758,11,4,16,68.75,25,21.85867247,3.982904,25.84157647,0.254199003,0.144609938,0.398808942,21.60387448,3.837908654,25.44178314
1672,LYLSYF100824126,Jilin,12.84,17.83,15.335,44.41375,130.157,380,2.9,662,13,5,18,72.22222222,27.77777778,49.10095275,9.21297809,58.31393084,0.600304177,0.22084367,0.821147847,48.50064858,8.992134422,57.492783
